timestamp,open,high,low,close,volume
2025-03-27 18:20:00,602.295,602.295,602.18,602.2,26.0
2025-03-27 18:21:00,602.2,602.26,602.15,602.26,29.0
2025-03-27 18:22:00,602.105,602.26,602.105,602.2,64.0
2025-03-27 18:23:00,602.11,602.3,602.1,602.2,72.0
2025-03-27 18:24:00,602.2,602.3,602.2,602.2,5.0
2025-03-27 18:25:00,602.2,602.3,602.15,602.15,169.0
2025-03-27 18:26:00,602.11,602.15,602.0,602.05,1445.0
2025-03-27 18:27:00,602.0,602.75,602.0,602.09,521.0
2025-03-27 18:28:00,602.375,602.75,602.37,602.37,9.0
2025-03-27 18:29:00,602.325,602.6491,602.325,602.6491,502.0
2025-03-27 18:30:00,602.45,602.45,602.33,602.33,3.0
2025-03-27 18:31:00,602.33,602.634,602.01,602.01,160.0
2025-03-27 18:32:00,602.33,602.65,602.33,602.6445,87.0
2025-03-27 18:33:00,602.33,602.65,602.33,602.45,3.0
2025-03-27 18:34:00,602.45,602.58,602.43,602.58,38.0
2025-03-27 18:35:00,602.58,602.65,602.33,602.33,27.0
2025-03-27 18:36:00,602.45,602.605,602.33,602.33,16.0
2025-03-27 18:37:00,602.01,602.65,602.01,602.33,75.0
2025-03-27 18:38:00,602.32,602.34,602.32,602.33,26.0
2025-03-27 18:39:00,602.605,602.605,602.13,602.13,40.0
2025-03-27 18:40:00,602.5,602.6342,602.335,602.335,8.0
2025-03-27 18:41:00,602.65,602.65,602.0357,602.1692,34.0
2025-03-27 18:42:00,602.335,602.335,602.335,602.335,1.0
2025-03-27 18:43:00,602.48,602.48,602.335,602.335,4.0
2025-03-27 18:44:00,602.335,602.5,602.17,602.24,64.0
2025-03-27 18:45:00,602.335,602.58,602.335,602.58,2710.0
2025-03-27 18:46:00,602.45,602.45,602.02,602.45,213.0
2025-03-27 18:47:00,602.335,602.65,602.16,602.3,10.0
2025-03-27 18:48:00,602.335,602.48,602.335,602.48,6.0
2025-03-27 18:49:00,602.34,602.555,602.03,602.555,14.0
2025-03-27 18:50:00,602.58,602.58,602.58,602.58,1.0
2025-03-27 18:51:00,602.582,602.582,602.305,602.43,32.0
2025-03-27 18:52:00,602.43,602.43,602.4,602.4,3.0
2025-03-27 18:53:00,602.305,602.35,602.265,602.33,10.0
2025-03-27 18:54:00,602.42,602.42,602.265,602.265,13.0
2025-03-27 18:55:00,602.31,602.4883,602.2,602.2,16.0
2025-03-27 18:56:00,602.265,602.4883,602.265,602.4883,5.0
2025-03-27 18:57:00,602.13,602.42,602.0,602.25,52.0
2025-03-27 18:58:00,602.03,602.42,602.03,602.25,20.0
2025-03-27 18:59:00,602.2,602.3,602.0,602.1,35.0
2025-03-27 19:00:00,602.25,602.5,602.25,602.5,4.0
2025-03-27 19:01:00,602.25,602.25,602.04,602.04,27.0
2025-03-27 19:02:00,602.05,602.18,602.03,602.03,48.0
2025-03-27 19:03:00,602.25,602.25,602.03,602.0301,69.0
2025-03-27 19:04:00,602.245,602.245,602.0,602.0,630.0
2025-03-27 19:05:00,602.49,602.49,602.0,602.0,582.0
2025-03-27 19:06:00,602.0,602.48,601.51,602.48,1326.0
2025-03-27 19:07:00,601.65,602.48,601.52,602.0,2682.0
2025-03-27 19:08:00,601.745,602.0,601.745,602.0,7.0
2025-03-27 19:09:00,601.97,602.0,601.745,601.75,56.0
2025-03-27 19:10:00,601.745,601.9,601.51,601.745,10.0
2025-03-27 19:11:00,601.97,601.97,601.745,601.745,37.0
2025-03-27 19:12:00,602.0,602.0,601.4933,601.59,139.0
2025-03-27 19:13:00,601.95,601.95,601.4936,601.4936,61.0
2025-03-27 19:14:00,601.9385,601.9385,601.49,601.9385,61.0
2025-03-27 19:15:00,601.6,601.72,601.5504,601.5529,119.0
2025-03-27 19:16:00,601.95,601.95,601.4922,601.9,120.0
2025-03-27 19:17:00,601.4944,601.95,601.4944,601.75,67.0
2025-03-27 19:18:00,601.9,601.9,601.576,601.72,37.0
2025-03-27 19:19:00,601.89,601.95,601.49,601.95,153.0
2025-03-27 19:20:00,601.49,601.95,601.49,601.9,52.0
2025-03-27 19:21:00,601.628,601.9,601.6,601.6,10.0
2025-03-27 19:22:00,601.72,601.93,601.57,601.72,40.0
2025-03-27 19:23:00,601.72,601.9,601.72,601.9,7.0
2025-03-27 19:24:00,601.9,601.94,601.9,601.94,10.0
2025-03-27 19:25:00,601.72,602.0,601.49,602.0,23.0
2025-03-27 19:26:00,601.745,601.95,601.745,601.95,125.0
2025-03-27 19:27:00,601.745,602.0,601.0,601.5,1049.0
2025-03-27 19:28:00,601.505,601.95,601.505,601.95,50.0
2025-03-27 19:29:00,601.95,601.95,601.69,601.95,12.0
2025-03-27 19:30:00,601.95,601.95,601.485,601.5,111.0
2025-03-27 19:31:00,601.485,601.9268,601.02,601.85,28.0
2025-03-27 19:32:00,601.9,601.95,601.02,601.95,233.0
