timestamp,open,high,low,close,volume
2025-03-26 19:49:00,221.25,221.41,221.205,221.3,718.0
2025-03-26 19:50:00,221.3,221.46,221.23,221.23,662.0
2025-03-26 19:51:00,221.35,221.36,220.95,220.95,13.0
2025-03-26 19:52:00,221.36,221.44,221.35,221.36,1868.0
2025-03-26 19:53:00,221.36,221.49,221.19,221.46,2346.0
2025-03-26 19:54:00,221.39,221.39,221.39,221.39,100.0
2025-03-26 19:55:00,221.34,221.51,221.34,221.34,706.0
2025-03-26 19:56:00,221.5,221.5,221.33,221.5,627.0
2025-03-26 19:57:00,221.5,221.5,221.4,221.5,413.0
2025-03-26 19:58:00,221.45,221.45,220.95,220.95,389.0
2025-03-26 19:59:00,221.37,221.53,221.28,221.53,2339.0
