timestamp,open,high,low,close,volume
2025-03-27 18:20:00,111.57,111.62,111.57,111.619,4839.0
2025-03-27 18:21:00,111.605,111.64,111.59,111.6202,4429.0
2025-03-27 18:22:00,111.62,111.63,111.6,111.61,2248.0
2025-03-27 18:23:00,111.62,111.65,111.6,111.62,6152.0
2025-03-27 18:24:00,111.63,111.65,111.61,111.6295,1687.0
2025-03-27 18:25:00,111.63,111.63,111.6,111.62,2316.0
2025-03-27 18:26:00,111.61,111.63,111.6,111.6021,1671.0
2025-03-27 18:27:00,111.62,111.62,111.56,111.5893,4609.0
2025-03-27 18:28:00,111.59,111.59,111.55,111.5597,9270.0
2025-03-27 18:29:00,111.55,111.58,111.55,111.56,8306.0
2025-03-27 18:30:00,111.58,111.58,111.56,111.56,976.0
2025-03-27 18:31:00,111.58,111.6,111.56,111.58,1823.0
2025-03-27 18:32:00,111.6,111.6,111.58,111.59,2436.0
2025-03-27 18:33:00,111.59,111.6,111.5801,111.6,3642.0
2025-03-27 18:34:00,111.5902,111.62,111.43,111.6199,3404.0
2025-03-27 18:35:00,111.43,111.62,111.43,111.62,821.0
2025-03-27 18:36:00,111.6192,111.65,111.6,111.65,4948.0
2025-03-27 18:37:00,111.64,111.66,111.63,111.64,6047.0
2025-03-27 18:38:00,111.64,111.66,111.63,111.63,6548.0
2025-03-27 18:39:00,111.64,111.64,111.63,111.6398,8432.0
2025-03-27 18:40:00,111.64,111.64,111.63,111.64,5262.0
2025-03-27 18:41:00,111.64,111.64,111.61,111.62,623.0
2025-03-27 18:42:00,111.63,111.63,111.61,111.6197,1489.0
2025-03-27 18:43:00,111.62,111.62,111.6,111.619,2641.0
2025-03-27 18:44:00,111.62,111.62,111.53,111.59,9303.0
2025-03-27 18:45:00,111.6,111.6,111.43,111.585,39002.0
2025-03-27 18:46:00,111.59,111.63,111.5701,111.595,4746.0
2025-03-27 18:47:00,111.6,111.62,111.6,111.62,2081.0
2025-03-27 18:48:00,111.62,111.69,111.6199,111.68,6272.0
2025-03-27 18:49:00,111.67,111.68,111.64,111.645,7907.0
2025-03-27 18:50:00,111.6401,111.66,111.64,111.64,4548.0
2025-03-27 18:51:00,111.64,111.66,111.64,111.655,1423.0
2025-03-27 18:52:00,111.66,111.66,111.62,111.62,4112.0
2025-03-27 18:53:00,111.63,111.66,111.621,111.64,2451.0
2025-03-27 18:54:00,111.65,111.65,111.62,111.63,1768.0
2025-03-27 18:55:00,111.625,111.63,111.6,111.61,8385.0
2025-03-27 18:56:00,111.62,111.62,111.61,111.615,667.0
2025-03-27 18:57:00,111.62,111.62,111.61,111.62,1363.0
2025-03-27 18:58:00,111.62,111.63,111.61,111.63,3977.0
