timestamp,open,high,low,close,volume
2025-03-27 18:20:00,274.28,274.68,274.28,274.6,21533.0
2025-03-27 18:21:00,274.51,274.8,274.51,274.77,9453.0
2025-03-27 18:22:00,274.69,274.75,274.31,274.62,4262.0
2025-03-27 18:23:00,274.65,274.67,274.41,274.5,5818.0
2025-03-27 18:24:00,274.5,274.5,274.41,274.47,4170.0
2025-03-27 18:25:00,274.47,274.66,274.4,274.5,5260.0
2025-03-27 18:26:00,274.4,274.52,274.25,274.42,3210.0
2025-03-27 18:27:00,274.39,274.42,274.3,274.36,2380.0
2025-03-27 18:28:00,274.36,274.36,274.11,274.18,4867.0
2025-03-27 18:29:00,274.24,274.35,274.14,274.3,2138.0
2025-03-27 18:30:00,274.2705,274.5,274.2705,274.45,1911.0
2025-03-27 18:31:00,274.4799,274.48,274.37,274.395,907.0
2025-03-27 18:32:00,274.44,274.44,274.35,274.41,4086.0
2025-03-27 18:33:00,274.37,274.5955,274.3501,274.3501,6652.0
2025-03-27 18:34:00,274.4,274.56,273.13,274.465,1520.0
2025-03-27 18:35:00,273.13,274.53,273.13,274.455,2438.0
2025-03-27 18:36:00,274.445,274.5,274.4101,274.46,1183.0
2025-03-27 18:37:00,274.42,274.5,274.4,274.5,2940.0
2025-03-27 18:38:00,274.49,274.68,274.45,274.59,2155.0
2025-03-27 18:39:00,274.56,274.6,274.35,274.4,5661.0
2025-03-27 18:40:00,274.4,274.5,274.3501,274.4004,1304.0
2025-03-27 18:41:00,274.35,274.45,274.08,274.3,8741.0
2025-03-27 18:42:00,274.35,274.3935,274.02,274.3935,5998.0
2025-03-27 18:43:00,274.29,274.35,274.13,274.28,10583.0
2025-03-27 18:44:00,274.16,274.28,274.15,274.16,1051.0
2025-03-27 18:45:00,274.1502,274.3,273.13,274.165,16269.0
2025-03-27 18:46:00,274.16,274.3,274.13,274.265,3000.0
2025-03-27 18:47:00,274.275,274.35,274.22,274.3,1851.0
2025-03-27 18:48:00,274.3,274.35,274.25,274.3,2814.0
2025-03-27 18:49:00,274.3,274.35,274.18,274.31,3258.0
2025-03-27 18:50:00,274.33,274.35,274.19,274.19,2214.0
2025-03-27 18:51:00,274.2,274.3,274.16,274.19,2488.0
2025-03-27 18:52:00,274.2,274.3,274.2,274.28,1744.0
2025-03-27 18:53:00,274.28,274.3,274.26,274.27,1079.0
2025-03-27 18:54:00,274.28,274.4,274.27,274.37,2108.0
2025-03-27 18:55:00,274.39,274.5,274.27,274.36,8182.0
2025-03-27 18:56:00,274.36,274.47,274.15,274.37,3445.0
2025-03-27 18:57:00,274.4,274.49,274.25,274.39,3587.0
2025-03-27 18:58:00,274.39,274.45,274.29,274.41,1105.0
2025-03-27 18:59:00,274.41,274.41,274.225,274.25,3457.0
2025-03-27 19:00:00,274.225,274.3,274.16,274.16,4736.0
2025-03-27 19:01:00,274.2,274.2,274.01,274.01,6335.0
2025-03-27 19:02:00,274.05,274.15,274.0,274.06,1904.0
2025-03-27 19:03:00,274.09,274.15,273.82,274.0,12913.0
2025-03-27 19:04:00,273.9501,274.07,273.85,273.85,2363.0
2025-03-27 19:05:00,273.8025,273.9,273.6101,273.65,9451.0
2025-03-27 19:06:00,273.8,273.8,273.6,273.695,5538.0
2025-03-27 19:07:00,273.77,273.8,273.669,273.76,4714.0
2025-03-27 19:08:00,273.75,273.9,273.7,273.89,4537.0
